ndb_id,name,kcal,protein,fat,carbohydrate
379,"babyfood,fruit,prunes w/tapioca,wo/vit c,str",0.69,0.006,0.001,0.185
380,"babyfood,fruit,prunes w/tapioca,wo/vit c,jr",0.7,0.006,0.001,0.187
381,"babyfood,prunes,wo/vit c,str",1,0.01,0.002,0.2352
382,"babyfood,fruit dssrt,mango w/ tapioca",0.7,0.003,0.002,0.19
383,"babyfood,pears,dices,todd",0.57,0.003,0.001,0.136
384,"babyfood,fruit,applsauc&apricots,str",0.44,0.002,0.002,0.1164
385,"babyfood,fruit,applsauc&apricots,jr",0.47,0.002,0.002,0.124
386,"babyfood,fruit,applsauc&cherries,str",0.51,0,0,0.141
387,"babyfood,fruit,applsauc & cherries,jr",0.51,0,0,0.141
388,"babyfood,fruit,applsauc w/banana,jr",0.66,0.0037,0.001,0.1616
389,"babyfood,fruit,applsauc&pnappl,str",0.37,0.001,0.001,0.101
390,"babyfood,fruit,applsauc&pnappl,jr",0.39,0.001,0.001,0.105
391,"babyfood,fruit,appl & raspberry,str",0.58,0.002,0.002,0.156
392,"babyfood,fruit,appl & raspberry,jr",0.58,0.002,0.002,0.154
393,"babyfood,fruit & veg,appl & swt potato",0.64,0.003,0.0022,0.153
394,"babyfood,fruit,bananas&pnappl w/tapioca,jr",0.68,0.002,0.001,0.184
395,"babyfood,fruit,bananas&pnappl w/tapioca,str",0.65,0.002,0,0.178
396,"babyfood,fruit,pears&pnappl,str",0.41,0.003,0.001,0.109
397,"babyfood,fruit,pears&pnappl,jr",0.44,0.003,0.002,0.114
398,"babyfood,fruit,guava&papaya w/tapioca,str",0.63,0.002,0.001,0.17
399,"babyfood,peaches,dices,todd",0.51,0.005,0.002,0.118
400,"babyfood,fruit,papaya&applsauc w/tapioca,str",0.7,0.002,0.001,0.189
401,"babyfood,fruit,bananas w/appls&pears,str",0.83,0.009,0.0022,0.1931
402,"babyfood,fruit,appl&blueberry,str",0.61,0.002,0.002,0.163
403,"babyfood,fruit,appl&blueberry,jr",0.62,0.002,0.002,0.166
404,"babyfood,juice,apple",0.47,0,0.001,0.117
405,"babyfood,apple-banana juc",0.51,0.002,0.001,0.123
406,"babyfood,juc,appl&peach",0.43,0.002,0.001,0.105
407,"babyfood,apple-cranberry juc",0.46,0,0.0002,0.1149
408,"babyfood,juc,appl&plum",0.49,0.001,0,0.123
409,"babyfood,juc,appl&prune",0.72,0.002,0.001,0.181
410,"babyfood,juice,orange",0.45,0.006,0.003,0.102
411,"babyfood,juc,orange&appl",0.43,0.004,0.002,0.101
412,"babyfood,juc,orange&appl&banana",0.47,0.004,0.001,0.115
413,"babyfood,juc,orange&apricot",0.46,0.008,0.001,0.109
414,"babyfood,juc,orange&banana",0.5,0.007,0.001,0.119
415,"babyfood,juc,orange&pnappl",0.48,0.005,0.001,0.117
416,"babyfood,juc,prune&orange",0.7,0.006,0.003,0.168
417,"babyfood,juc,mxd fruit",0.47,0.001,0.001,0.117
418,"babyfood,crl,barley,dry",3.76,0.132,0.066,0.694
419,"babyfood,crl,whl wheat,w/appls,dry",4.02,0.126,0.048,0.771
420,"babyfood,cereal,mixed,dry",3.79,0.122,0.044,0.734
421,"babyfood,crl,mxd,w/bananas,dry",3.91,0.107,0.046,0.771
422,"babyfood,crl,mxd,w/applsauc&bananas,str",0.82,0.012,0.005,0.18
423,"babyfood,crl,mxd,w/ applsauc & bananas,jr",0.83,0.012,0.004,0.184
424,"babyfood,crl,oatmeal,dry",3.93,0.1307,0.066,0.7105
425,"babyfood,crl,oatmeal,w/bananas,dry",3.93,0.12,0.06,0.734
426,"babyfood,crl,oatmeal,w/applsauc&bananas,str",0.74,0.013,0.007,0.154
427,"babyfood,crl,oatmeal,w/applsauc&bananas,jr",0.75,0.013,0.007,0.157
428,"babyfood,crl,oatmeal,w/honey,dry",3.91,0.135,0.07,0.693
429,"babyfood,cereal,rice,dry",3.91,0.071,0.049,0.777
430,"babyfood,crl,rice,w/applsauc&bananas,str",0.8,0.012,0.004,0.171
431,"babyfood,crl,w/egg yolks,str",0.51,0.019,0.018,0.07
432,"babyfood,crl,w/egg yolks,jr",0.52,0.019,0.018,0.071
433,"babyfood,crl,w/eggs,str",0.58,0.022,0.015,0.08
434,"babyfood,crl,egg yolks&bacon,jr",0.79,0.025,0.05,0.062
435,"babyfood,oatmeal crl w/fruit,dry,inst,todd",4.02,0.105,0.0705,0.741
436,"babyfood,cookie,baby,fruit",4.35,0.068,0.126,0.737
437,"babyfood,crackers,veg",4.77,0.084,0.196,0.6685
438,"babyfood,crl,rice,w/mxd fruit,jr",0.82,0.009,0.002,0.183
439,"babyfood,crl,hi prot,w/appl&orange,dry",3.74,0.254,0.065,0.576
440,"babyfood,crl,rice,w/bananas,dry",4.04,0.087,0.042,0.799
441,"babyfood,cookies",4.33,0.118,0.132,0.671
442,"babyfood,cookies,arrowroot",4.24,0.076,0.1,0.754
443,"babyfood,pretzels",3.97,0.108,0.02,0.822
444,"babyfood,teething biscuits",3.92,0.107,0.042,0.764
445,zwieback,4.26,0.101,0.097,0.742
446,"babyfood,dssrt,dutch appl,str",0.75,0.002,0.004,0.1974
447,"babyfood,dssrt,dutch appl,jr",0.79,0.002,0.0016,0.1918
448,"babyfood,cherry cobbler,jr",0.78,0.003,0.001,0.192
449,"babyfood,dssrt,cherry vanilla pudd,str",0.68,0.002,0.003,0.178
450,"babyfood,dssrt,cherry vanilla pudd,jr",0.69,0.002,0.002,0.184
451,"babyfood,dssrt,fruit pudd,orange,str",0.8,0.011,0.009,0.177
452,"babyfood,dssrt,peach cobbler,str",0.65,0.003,0,0.178
453,"babyfood,dssrt,peach cobbler,jr",0.67,0.003,0,0.183
454,"babyfood,dssrt,peach melba,str",0.6,0.002,0,0.165
455,"babyfood,dssrt,peach melba,jr",0.6,0.003,0,0.164
456,"babyfood,dssrt,fruit pudd,pnappl,str",0.81,0.013,0.003,0.203
457,"babyfood,dssrt,fruit dssrt,wo/vit c,str",0.59,0.003,0,0.16
458,"babyfood,dssrt,fruit dssrt,wo/vit c,jr",0.63,0.003,0,0.172
459,"babyfood,dssrt,tropical fruit,jr",0.6,0.002,0,0.164
460,"babyfood,dssrt,custard pudd,vanilla,str",0.85,0.016,0.02,0.16
461,"babyfood,dssrt,custard pudd,vanilla,jr",0.86,0.0176,0.0098,0.1758
462,"babyfood,juc,appl&grape",0.46,0.001,0.002,0.1134
463,"babyfood,juc,fruit punch,w/ca",0.52,0.002,0.001,0.127
464,"babyfood,juc,appl&cherry",0.41,0.001,0.002,0.099
465,"babyfood,juc,appl,w/ca",0.46,0.0006,0.001,0.111
466,"babyfood,dinner,veg&chick,jr",0.53,0.0204,0.0112,0.0866
467,"babyfood,dinner,mxd veg,str",0.41,0.012,0.001,0.095
468,"babyfood,dinner,mxd veg,jr",0.33,0.01,0,0.08
469,"babyfood,fruit,bananas w/tapioca,jr",0.67,0.004,0.002,0.178
470,"babyfood,veg,mix veg jr",0.36,0.014,0.004,0.082
471,"babyfood,veg,garden veg,str",0.32,0.023,0.002,0.068
472,"babyfood,veg,mix veg str",0.36,0.01,0.005,0.0825
473,"babyfood,dinner,bf noodle,jr",0.57,0.025,0.019,0.073
474,"babyfood,appls w/ham,str",0.62,0.026,0.009,0.109
475,"babyfood,carrots&bf,str",0.59,0.034,0.025,0.057
476,"babyfood,plums,bananas&rice,str",0.57,0.011,0.003,0.127
477,"babyfood,dinner,turkey,rice,and veg,todd",0.6,0.038,0.016,0.075
478,"babyfood,dinner,appls&chick,str",0.65,0.0216,0.0138,0.1088
479,"babyfood,dinner,broccoli & chick,jr",0.62,0.0359,0.0248,0.0634
480,"babyfood, beverage, gerber graduate fruit splashers",0.31,0,0,0.074
481,"babyfood,snack,gerber graduate yogurt melts",4.29,0.1429,0.04,0.7143
482,"babyfood,dinner,swt potatoes&chick,str",0.74,0.0251,0.0217,0.1104
483,"babyfood,dinner,potatoes w/chs&ham,todd",0.78,0.035,0.02,0.1197
484,"babyfood,crl,barley,prep w/whl milk",0.84,0.0373,0.0326,0.0994
485,"babyfood,crl,hi prot,prep w/whl milk",1.11,0.087,0.038,0.116
486,"babyfood,crl,mxd,prep w/whl milk",0.96,0.0414,0.0338,0.123
487,"babyfood,crl,mxd,w/bananas,prep w/whl milk",0.86,0.0382,0.0346,0.1
488,"babyfood,crl,oatmeal,prep w/whl milk",1.16,0.05,0.041,0.153
489,"babyfood,crl,oatmeal,w/bananas,prep w/whl milk",0.86,0.0382,0.0346,0.1
490,"babyfood,crl,oatmeal,w/honey,prep w/whl milk",1.15,0.05,0.039,0.153
491,"babyfood,crl,rice,prep w/whl milk",0.85,0.0345,0.0338,0.1031
492,"babyfood,crl,rice,w/honey,prep w/whl milk",1.15,0.039,0.033,0.171
493,"babyfood,crl,mxd,w/honey,prep w/whl milk",1.15,0.05,0.036,0.159
494,"babyfood,crl,hi prot,w/appl&orange,prep w/whl milk",1.12,0.069,0.039,0.134
495,"babyfood,crl,rice,w/bananas,prep w/whl milk",0.86,0.0357,0.0332,0.1049
496,"inf formula,nestle,good start supreme,w/ iron,rtf",0.66,0.0145,0.0337,0.0739
497,"inf formula,nes,g start supr,w/ iron,liq conc,not recon",1.27,0.0279,0.065,0.142
498,"inf formula,nestle,good start supreme,w/ iron,pdr",5.09,0.113,0.261,0.5732
499,"inf formula, mead johnson, enfamil, w/iron, rtf",0.63,0.0138,0.035,0.072
500,"inf formula,mead johnson,enfamil,w/ iron,pdr",5.2,0.108,0.27,0.562
501,"infant formula,mead johnson,enfamil,lo iron,rtf",0.63,0.0138,0.035,0.0718
502,"inf formula,mead johnson,enfamillipil,w/irn,pdr,w/ ara & dha",5.11,0.108,0.27,0.562
503,"inf formula, mead johnson, enfamil, lo iron, powd, not recon",5.11,0.108,0.27,0.562
504,"inf formu,mead johns,enfa,lipil,w/ iro,liq conc,w/ ara & dha",1.31,0.0276,0.0696,0.1434
505,"inf formula,mead johnson,enfamil,nutramigen,w/ iron,rtf",0.66,0.0183,0.035,0.0681
506,"inf form,mead johnson,enfamil,nutramigen,w/iron,pdr,notrecn",5.02,0.142,0.25,0.55
507,"inf formula, mead john, enfamil lipil,w/ iron,rtf,w/ ar & dh",0.64,0.0138,0.035,0.071
508,"inf form,mead johnson,enfamil,nutramigen,w/iron,lc,not recon",1.27,0.0353,0.0673,0.1312
509,"inf form,me johns,enfamil,lipil,lo iron,pdr,w/ ara & dha",5.11,0.108,0.27,0.562
510,"inf form,me johns,enfam,lip,lo iron,liq conc,w/ ara & dha",1.31,0.0276,0.0716,0.1424
511,"child formula,mead johnson,portagen,w/ iron,pdr,not recon",4.83,0.165,0.22,0.548
512,"child formula,mead johnson,portagen,w/ iron,prep from pdr",0.88,0.0333,0.0448,0.0857
513,"inf formula. mead johnson, pregestimil, w/iron, pdr,no recon",5.19,0.14,0.28,0.528
514,"inf formula, mead johnson, pregestimil, w/iron, prep fro pdr",0.67,0.0182,0.0365,0.0663
515,"inf formula,mead johnson,prosobee,w/ iron,rtf",0.63,0.0164,0.035,0.0611
516,"inf formula, mead johnson, prosobee,w/iron ,liq cnc, not rec",1.31,0.0319,0.0713,0.1358
517,"inf for,me john,enfam,lipil,lo iron,ready to fe,w/ ara & dha",0.64,0.0138,0.035,0.0718
518,"inf formula,mead johnson,enfamil,prosobee,iron,pdr,not recon",5.1,0.125,0.27,0.543
519,"inf formula, me john, enfa, lacf lip, w/iro, pow, w/ar an dh",5.21,0.109,0.28,0.563
520,"inf formu, me joh, enf, lac, li, w/ ir,li co,n re,w/ ar & dh",1.32,0.0268,0.0711,0.1442
521,"inf formula,mead johnson,enfamil,lipil,rtf,w/ ara & dha",0.66,0.0138,0.035,0.0644
522,"inf formula, abbott nutr, similac, pm 60/40, pdr not recon",5.24,0.114,0.2871,0.5494
523,"inf for,me joh,enf,nutr lipil,w/ iro,pdr,not re,w/ ara & dha",4.94,0.139,0.26,0.51
524,"inf formula, abb nut,simi,nat ca,ad,rtf,w/ ara & dha",0.78,0.0212,0.0424,0.082
525,"inf formula, ab nut, sim, sp ca, adv 24,w/ ir, rt,w/ ar & dh",0.71,0.018,0.0326,0.0873
526,"inf formula, abbo nutr, simil,isomi,w/ iron,rtf",0.66,0.0161,0.0359,0.067
527,"inf formula, abbott nutr, similac, isomil,w/ iron,liq conc",1.28,0.0313,0.0698,0.1321
528,"inf formula, abbo nutr, simila, isomi, w/ iron,pdr,not recon",5.17,0.126,0.2809,0.5357
529,"inf fo,me jo,enf,nutr,lipil,w/ ir,liq co not re,w/ ara & dha",1.26,0.0353,0.0673,0.1312
530,"inf formu,me johns,enfam,nutra,lipi,w/ iro,rtf,w/ ara & dha",0.66,0.0183,0.035,0.0681
531,"inf formula, abbott nutr, similac, alimentum, w/ iron,rtf",0.66,0.018,0.0363,0.0677
532,"inf formu, me johns, enfam, enfa lip, w/iro, pow, w/ar/an dh",5.14,0.125,0.27,0.56
533,"inf formula, abbott nutr, similac, w/ iron, rtf",0.65,0.0136,0.0355,0.0692
534,"inf form, ab nutr, similac, w/ iron, liq conc, not recon",1.27,0.0264,0.0689,0.1376
535,"inf formula, mea joh,en,pr lipi,w/ iro,pd,no re,w/ ara & dha",5.1,0.125,0.27,0.53
536,"inf formula, abbott nutr, similac, w/ iron, pdr, not recon",5.22,0.1089,0.2887,0.5473
537,"infformula, mead johns,enfamil,prosob,lipi,lc,notrec,ara&dha",1.31,0.0319,0.0711,0.1358
538,"inf formula, abbott nutr, similac, lo iron, rtf",0.65,0.0136,0.0355,0.0693
539,"inf formula, abbott nutr, similac, lo iron,liq conc,not reco",1.27,0.0264,0.0689,0.1376
540,"inf formula,mejohn,prosobe lipi,w/ iro,re to fe,w/ ara & dha",0.64,0.0164,0.035,0.0611
541,"inf formula, abbott nutr, similac, lo iron, pdr,not recon",5.22,0.1085,0.2887,0.5478
542,"inf formula,nestle,good start soy,w/ dha & ara,rtf",0.64,0.016,0.0328,0.0713
543,"child formula,abbott nutr,pediasure,rtf (formerly ross)",0.99,0.0286,0.0477,0.1115
544,"inf form,mead john,next step,pros lipil,pdr,w/ ara & dha",4.8,0.156,0.21,0.571
545,"inf form,me jo,next step,proso,lipil,reato feed,w/ ara & dha",0.67,0.0214,0.0291,0.0809
546,"inf formula,nestle,good start soy,w/ ara & dha,pdr",5.03,0.125,0.256,0.556
547,"inf formula, mead johnson, enfamil, lactofree, rtf",0.63,0.0138,0.035,0.0718
548,"inf formula,mead johnson,enfamil,lactofree,w/ irn,pdr,notrec",5.21,0.1085,0.28,0.57
549,"chi formu,abbt nutr,pediasu,rtf,w/ iron & fib (former ross)",0.99,0.028,0.047,0.1128
550,"inf formula,nestle,good start 2 essentials,w/ iron,rtf",0.65,0.017,0.027,0.0854
551,"inf formula, ne,goo star 2 essent,w/ iron,liq conc,not recon",1.25,0.0325,0.0513,0.165
552,"inf formula,nestle,good start 2 essentials,w/ iron,pdr",4.71,0.122,0.193,0.6223
553,"inf formula,nestle,good start essentials soy,w/ iron,rtf",0.65,0.0163,0.033,0.0717
554,"inf form,nest,good start essent soy,w/ iron,liq con,not reco",1.28,0.032,0.065,0.141
555,"inf formula,nestle,good start essentials soy,w/ iron,pdr",5.02,0.125,0.255,0.557
556,"inf formula, mead johnson,next step prosobee,pdr,not recon",4.8,0.156,0.21,0.571
557,"inf formula,mead johnson,next step prosobee,prep from pdr",0.67,0.0214,0.0291,0.0808
558,"babyfood,corn & swt potatoes,str",0.68,0.0126,0.0028,0.1523
559,"inf form, abbo nutr, simil, aliment, advan, rtf,w/ ara & dha",0.67,0.018,0.0363,0.0677
560,"inf form,pbm produ,store brand,rtf (form wyeth-ayerst)",0.63,0.014,0.035,0.0639
561,"inf form,pbm prod,store brand,lc,not rec (form wyeth-ayerst)",1.3,0.029,0.07,0.139
562,"inf formula,pbm products,store brand,pdr",5.24,0.12,0.28,0.56
563,"inf formula,pbm products,store brand,soy,rtf",0.63,0.018,0.035,0.0609
564,"inf formu,pbm produ,store br,soy,liq conc,not recon",1.26,0.036,0.07,0.1218
565,"inf formula,pbm products,store brand,soy,pdr",5.08,0.136,0.272,0.522
566,"inf formula, mead johns, enfami, ar lipil, rtf,w/ ara & dha",0.68,0.0171,0.0349,0.0753
567,"inf formula, mea johnso, enfami, ar lipil, pdr, w/ ara & dha",5.09,0.1273,0.2597,0.5603
568,"inf form,abbot nut,simil neosu,rtf,w/ ara & dha",0.69,0.0192,0.0377,0.0694
569,"inf formula, abbott, similac, neosure, pdr, w/ ara & dha",5.2,0.1442,0.2833,0.5175
570,"inf formula, abb nutr, simi,sens (lact fre) rtf,w/ ara & dha",0.68,0.0148,0.0374,0.074
571,"inf formula, abb nut,simil,sens,(lact fr),liq con,w/ ar & dh",1.28,0.0273,0.0695,0.1364
572,"inf formula, abb nutr,simil,sens,(lacto fr), pd, w/ ara & dh",5.2,0.1113,0.2814,0.5567
573,"inf formula, abbott nutr, similac, advance, w/ iron, rtf",0.66,0.0136,0.037,0.0677
574,"inf formula,abbott nutr,similac,advanc,w/ iron,pdr,not recon",5.22,0.1089,0.2887,0.5473
575,"inf formu,abbo nutr,similac,advan,w/ iron,liq conc,not recon",1.27,0.0264,0.0689,0.1352
576,"inf formula, abb nutr, simil, isomil, adva w/ iron,liq conc",1.28,0.0313,0.0698,0.1321
577,"inf formula, abbo nutr,simil,isomil, advance w/ iron,rtf",0.66,0.0161,0.0359,0.067
578,"inf formula, abb nutr, simi, isomi, advan w/ iro ,pd,not rec",5.17,0.126,0.2809,0.5357
579,"inf formula,mead johnson,enfamil,enfacare lipil,rtf, ara&dha",0.71,0.02,0.038,0.074
580,"babyfood,yogurt,whl milk,w/ fruit,multigrain crl & added dha",0.98,0.034,0.0353,0.1322
581,"inf form,abbott,alimentum advance,iron,pdr,notrec,dha&ara",5.17,0.1399,0.2819,0.5191
582,"babyfood,mshd cheddar potatoes&broccoli,toddler",0.48,0.0111,0.0147,0.0747
583,"inf formula,nestle,good start supreme,w/ iron,dha & ara,rtf",0.66,0.0145,0.0337,0.0739
584,"inf form,nestle,good start supreme,iron,dha&ara,prp fr lc",0.66,0.0145,0.0337,0.0739
585,"infform,meadjohnson,enfamil gentlease lipil,w/iron,prepfrpdr",0.63,0.0152,0.035,0.0639
586,"baby fd,fort crl bar,fruit filling",3.44,0.0543,0.053,0.6863
587,"babyfood,yogurt,whl milk,w/ fruit,multigrain crl & iron",0.92,0.0305,0.0308,0.13
588,"inf formula,nestle,good start soy,w/ dha & ara,liq conc",1.32,0.0331,0.0667,0.1471
589,"toddl form,me john,enfa,prem (forme enl,lipil,next step),pdr",5.01,0.13,0.269,0.56
590,"toddler formula, mead johnson, enfagrow premium, rtf",0.64,0.0178,0.0363,0.0718
591,"inf formula,mead johnson,enfamil,gentlease,pdr",5.14,0.118,0.27,0.56
592,"inf formula, mead johns, enfamil, enfagrow, gentlea,tod, rtf",0.66,0.0171,0.035,0.069
593,"inf formula, mead johnson, enfamil, enfagrow, soy, todd rtf",0.65,0.0217,0.0289,0.0764
594,"inf formula,mead johnson,enfamil,nutramigen aa,rtf",0.66,0.0184,0.0348,0.0676
595,"inf formula,mead johnson,enfamil,premature,20 cal rtf",0.66,0.0197,0.0334,0.0721
596,"inf formula,mead johnson,enfamil,premature,24 calo rtf",0.67,0.0197,0.0334,0.0719
597,"inf formula,mead johnson,enfamil,premium,newborn,rtf",0.66,0.0138,0.0348,0.0739
598,"inf formula, gerber, good start 2 soy,w/ iron,rtf",0.65,0.0184,0.0328,0.0715
599,"inf formula,gerber,good start,protect plus,rtf",0.65,0.0144,0.0336,0.0717
600,"inf formula,gerber good start 2,gentle plus,rtf",0.66,0.0144,0.0334,0.0761
601,"inf formula, gerber, good start 2,protect plus, rtf",0.66,0.0144,0.0337,0.0739
602,"inf formula, abbo nu,simil,go & gr,rtf,w/ ara & dha",0.66,0.0197,0.0354,0.0669
603,"inf formu, abbo nutr, simil, expert care, diarrh rt",0.66,0.0176,0.036,0.0667
604,"inf formula, abbo nutr, simil, for spit up, rtf,w/ ara & dha",0.66,0.014,0.0354,0.0719
605,"babyfd,fru,ban and straw, ju",1.09,0.0071,0.0037,0.2578
606,"babyfoo,ban wi mix berr,st",0.92,0.0101,0.0036,0.2131
607,"babyfood,multigrain whl grain crl,dry",4.05,0.0625,0.0625,0.8089
608,"babyfood,baby mum mum rice biscuits",3.91,0.125,0.0087,0.8321
609,"babyfd,snk,ge,grad,lil crunch,bkd,whlgrn,corn snk",5.03,0,0.2857,0.6159
610,"inf formula, abbott nutrit, similac, for spit up, pow",5.14,0.11,0.2775,0.55
611,"fat,beef tallow",9.02,0,1,0
612,lard,9.02,0,1,0
613,"salad drsng,kraft mayo lt mayo",3.34,0.006,0.329,0.085
614,"salad drsng,kraft mayo fat free mayo drsng",0.7,0.002,0.027,0.124
615,"salad drsng,kraft miracle whip free nonfat drsng",0.84,0.002,0.027,0.155
616,"salad drsng,russian drsng",3.55,0.0069,0.2618,0.319
617,"salad drsng,sesame sd drsng,reg",4.43,0.031,0.452,0.086
618,"salad drsng,1000 island,comm,reg",3.79,0.0109,0.3506,0.1464
619,"salad drsng,mayo type,reg,w/salt",2.5,0.0065,0.216,0.1478
620,"salad drsng,french drsng,red fat",2.22,0.0058,0.1152,0.3122
621,"salad drsng,italian drsng,comm,red fat",1.02,0.0039,0.0668,0.0999
622,"salad drsng,russian drsng,lo cal",1.41,0.005,0.04,0.276
623,"salad drsng,1000 island drsng,red fat",1.95,0.0083,0.1132,0.2406
624,"salad drsng,mayo,reg",6.8,0.0096,0.7485,0.0057
625,"salad drsng,mayo,soybn&safflower oil,w/salt",7.17,0.011,0.794,0.027
626,"salad drsng,mayo,imitn,soybn",2.32,0.003,0.192,0.16
627,"salad drsng,mayo,imitn,milk crm",0.97,0.021,0.051,0.111
628,"salad drsng,mayo,imitn,soybn wo/chol",4.82,0.001,0.477,0.158
629,"sandwich sprd,w/chopd pickle,reg,unspec oils",3.89,0.009,0.34,0.224
630,"shortening,household,partially hydrog soybn -cottonseed",8.84,0,1,0
631,"oil,soybn,salad or cooking,(partially hydrogenated)",8.84,0,1,0
632,"oil,rice bran",8.84,0,1,0
633,"oil,wheat germ",8.84,0,1,0
634,"oil,pnut,salad or cooking",8.84,0,1,0
635,"oil,soybn,salad or cooking",8.84,0,1,0
636,"oil,cocnt",8.62,0,1,0
637,"oil,olive,salad or cooking",8.84,0,1,0
638,"oil,palm",8.84,0,1,0
639,"oil,sesame,salad or cooking",8.84,0,1,0
640,"oil,sunflower,linoleic (less than 60%)",8.84,0,1,0
641,"margarine,reg,hard,soybn (hydr)",7.19,0.009,0.805,0.009
642,"salad drsng,italian drsng,comm,reg",2.4,0.0041,0.2112,0.1212
643,"salad drsng,french drsng,comm,reg",4.57,0.0077,0.4481,0.1558
644,"veg oil sprd,unspec oils,approx 37% fat,w/ salt",3.39,0.0051,0.3777,0.0066
645,"salad drsng,french,home recipe",6.31,0.001,0.702,0.034
646,"salad drsng,home recipe,vinegar&oil",4.49,0,0.501,0.025
647,"salad drsng,french drsng,comm,reg,wo/ salt",4.59,0.0077,0.4481,0.1558
648,"salad drsng,french drsng,red fat,wo/ salt",2.33,0.0058,0.1346,0.2928
649,"salad drsng,italian drsng,comm,reg,wo/ salt",2.92,0.0038,0.2837,0.1043
650,"salad drsng,italian drsng,red fat,wo/ salt",0.76,0.0047,0.0638,0.0457
651,"salad drsng,mayo,soybn oil,wo/salt",7.17,0.011,0.794,0.027
652,"salad drsng,french,cttnsd,oil,home recipe",6.31,0.001,0.702,0.034
653,"salad drsng,french drsng,fat-free",1.32,0.002,0.0027,0.3214
654,"oil,cocoa butter",8.84,0,1,0
655,"oil,cttnsd,salad or cooking",8.84,0,1,0
656,"oil,sunflower,linoleic,(approx. 65%)",8.84,0,1,0
657,"oil,safflower,salad or cooking,linoleic,(over 70%)",8.84,0,1,0
658,"oil,safflower,salad or cooking,hi oleic",8.84,0,1,0
659,"vegetable oil,palm kernel",8.62,0,1,0
660,"oil,poppyseed",8.84,0,1,0
661,"oil,tomatoseed",8.84,0,1,0
662,"oil,teaseed",8.84,0,1,0
663,"oil,grapeseed",8.84,0,1,0
664,"oil,corn,industrial & rtl,allpurp salad or cooking",9,0,1,0
665,"fat,mutton tallow",9.02,0,1,0
666,"oil,walnut",8.84,0,1,0
667,"oil,almond",8.84,0,1,0
668,"oil,apricot kernel",8.84,0,1,0
669,"oil,soybn lecithin",7.63,0,1,0
670,"oil,hazelnut",8.84,0,1,0
671,"oil,babassu",8.84,0,1,0
672,"oil,sheanut",8.84,0,1,0
673,"salad drsng,blue or roquefort chs drsng,comm,reg",4.84,0.0137,0.511,0.0477
674,"oil,cupu assu",8.84,0,1,0
675,"fat,chicken",9,0,0.998,0
676,"oil,soybn,salad or cooking,(partially hydrogenated) & cttnsd",8.84,0,1,0
677,"shortening,household,lard&veg oil",9,0,1,0
678,"oil,sunflower,linoleic,(partially hydrogenated)",8.84,0,1,0
679,"shortening bread,soybn (hydr)&cttnsd",8.84,0,1,0
680,"shortening cake mix,soybn (hydr)&cttnsd (hydr)",8.84,0,1,0
681,"shortening industrial,lard&veg oil",9,0,1,0
682,"shortening frying (hvy duty),bf tallow&cttnsd",9,0,1,0
683,"shortening confectionery,cocnt (hydr)&or palm kernel (hydr)",8.84,0,1,0
684,"shortening industrial,soybn (hydr)&cttnsd",8.84,0,1,0
685,"shortening frying (hvy duty),palm (hydr)",8.84,0,1,0
686,shortening household soybn (hydr)&palm,8.84,0,1,0
687,"shortening frying hvy duty,soybn hydr,linoleic (less than 1%",8.84,0,1,0
688,"shortening,confectionery,fractionated palm",8.84,0,1,0
689,"oil,nutmeg butter",8.84,0,1,0
690,"oil,ucuhuba butter",8.84,0,1,0
691,"fat,duck",8.82,0,0.998,0
692,"fat,turkey",9,0,0.998,0
693,"fat,goose",9,0,0.998,0
694,"oil,avocado",8.84,0,1,0
695,"oil,canola",8.84,0,1,0
696,"oil,mustard",8.84,0,1,0
697,"oil,sunflower,hi oleic (70% & over)",8.84,0,1,0
698,"margarine-like,margarine-butter blend,soybn oil & butter",7.27,0.0031,0.8032,0.0077
699,"shortening,spl purpose for cakes&frostings,soybn (hydr)",8.84,0,1,0
700,"shortening,spl purpose for baking,soybn (hydr) palm&cttnsd",8.84,0,1,0
701,"oil,oat",8.84,0,1,0
702,"fish oil,cod liver",9.02,0,1,0
703,"fish oil,herring",9.02,0,1,0
704,"fish oil,menhaden",9.02,0,1,0
705,"fish oil,menhaden,fully hydr",9.02,0,1,0
706,"fish oil,salmon",9.02,0,1,0
707,"fish oil,sardine",9.02,0,1,0
708,"shortening,multipurpose,soybn (hydr)&palm (hydr)",8.84,0,1,0
709,"margarine-like,veg oil-butter sprd,tub,w/ salt",3.62,0.01,0.4,0.01
710,"butter,lt,stk,w/salt",5.09,0.033,0.551,0
711,"butter,lt,stk,wo/salt",4.99,0.033,0.551,0
712,"meat drippings (lard,bf tallow,mutton tallow)",8.89,0,0.9859,0
713,"animal fat,bacon grease",8.97,0,0.995,0
714,"margarine,reg,80% fat,comp,stk,w/ salt",7.17,0.0016,0.8071,0.007
715,"margarine,reg,80% fat,comp,tub,w/ salt",7.13,0.0022,0.8017,0.0075
716,"margarine-like,veg oil sprd,60% fat,stk,w/ salt",5.37,0.0012,0.6039,0.0069
